id,bin_0,bin_1,bin_2,bin_3,bin_4,nom_0,nom_1,nom_2,nom_3,nom_4,nom_5,nom_6,nom_7,nom_8,nom_9,ord_0,ord_1,ord_2,ord_3,ord_4,ord_5,day,month,target
11151,0,0,0,F,N,Green,Star,Lion,Canada,Piano,4604905e7,1ad744242,a56be00d1,09c0c3498,46764ab3e,1,Novice,Lava Hot,e,E,Bn,1,1,0
11152,0,0,0,T,Y,Green,Trapezoid,Axolotl,Russia,Oboe,eb69430d6,d086fd85e,24e9bf7d4,4b1543a82,4035d1e53,1,Novice,Freezing,j,G,uJ,3,2,0
11153,0,1,0,F,N,Red,Trapezoid,Axolotl,Finland,Oboe,63f642dd9,8fec7bc42,a5406a31a,93d22524a,28c347c9d,2,Novice,Freezing,o,U,CU,3,1,0
11154,0,0,0,T,Y,Green,Trapezoid,Cat,Costa Rica,Oboe,f12246592,3bac0bd8e,e58a026bb,89b54a23f,8114504d9,1,Master,Freezing,e,G,Bn,3,10,0
11155,0,0,0,F,N,Blue,Circle,Lion,Russia,Piano,0eb46e992,fd9370b9e,5b6795b73,eb4d2c5b9,4558357dd,1,Novice,Cold,g,A,Jt,4,3,0
11156,0,1,0,T,Y,Green,Square,Cat,China,Oboe,e08092732,6046454de,2d8e816e2,cc11548b7,5476f86b3,2,Novice,Cold,n,Z,Vf,2,1,0
11157,0,0,1,T,Y,Green,Polygon,Lion,China,Theremin,115a252ba,2a22b315e,71cb5c19f,f4e2b7052,7afe5c5a0,1,Expert,Boiling Hot,b,X,Fo,3,11,0
11158,0,1,0,F,N,Red,Star,Lion,India,Piano,5b1a9f841,6d7f8c086,2d8e816e2,88b0e9829,fe320c885,2,Novice,Freezing,g,N,PZ,1,2,0
11159,0,0,0,F,Y,Blue,Triangle,Lion,China,Oboe,3685a0904,34256b89f,021629b02,1a2fd4686,60f27e6b6,1,Novice,Freezing,i,C,od,2,2,0
11160,0,0,1,F,Y,Green,Square,Dog,Canada,Theremin,3685a0904,20dc501c6,43dd0371c,eb9a2b2d7,f64239f7d,2,Novice,Freezing,j,L,aO,3,9,0
11161,0,0,1,F,Y,Green,Square,Lion,India,Piano,b7bb45938,0e2f036b5,aad1364b6,07c094416,d4975a176,2,Grandmaster,Lava Hot,i,N,ps,1,11,1
11162,0,1,1,F,N,Blue,Star,Snake,Finland,Oboe,de04b8750,ec5064acb,1c3f27dd8,ecfac8f2a,00052050d,1,Novice,Boiling Hot,n,K,ck,2,9,0
11163,0,0,0,T,N,Blue,Square,Cat,Russia,Bassoon,9ad6558d1,32b4b12b1,6448d1faf,0d3b018fe,f14bcdeb1,3,Novice,Boiling Hot,g,Y,LE,4,10,1
11164,0,0,1,F,Y,Green,Star,Snake,Costa Rica,Theremin,e1558b071,fbbdfc611,370b29add,02f3394da,95ed349de,1,Novice,Freezing,i,Z,nX,3,7,1
11165,0,0,0,F,Y,Blue,Square,Hamster,Canada,Theremin,9bb7ea2da,bd47c2363,cdff51f56,2d8fccf5c,553ec6bed,1,Contributor,Freezing,i,G,Qo,4,9,0
11166,0,0,1,T,N,Green,Trapezoid,Cat,Russia,Piano,91a20b464,180a3d6cb,00994f749,d8f7e41e9,f3c4b30eb,1,Novice,Boiling Hot,a,R,kK,2,3,0
11167,0,0,1,T,N,Blue,Square,Cat,Finland,Bassoon,5a466e166,55a24a71b,0e2c0dc76,97dbfb7e6,9b317992d,1,Grandmaster,Lava Hot,g,S,Dc,5,2,0
11168,0,0,0,T,Y,Blue,Trapezoid,Cat,Russia,Oboe,e0efe9d20,dee9cf5e9,9059d843f,27edab94e,91bdaf715,1,Grandmaster,Freezing,e,Z,tM,3,1,0
11169,0,1,0,F,Y,Red,Trapezoid,Hamster,India,Piano,2d61990e2,46c89ef8d,dbe124244,791a94382,8defee9b8,1,Novice,Boiling Hot,k,G,aO,7,9,1
11170,0,1,0,T,N,Red,Polygon,Dog,Canada,Theremin,91a20b464,395941181,12d5f6772,052027e6d,70c0bfb28,1,Novice,Boiling Hot,a,L,mm,2,4,0
11171,0,1,0,T,N,Blue,Trapezoid,Lion,Finland,Piano,9bb7ea2da,77ad092c1,e0570ce05,9b69d293b,3181578a6,3,Novice,Freezing,l,I,MC,2,2,0
11172,0,1,1,F,N,Blue,Star,Snake,Canada,Theremin,b97f51ac4,1869e63b0,bebb3afec,02575b3b3,34c8c9e45,2,Novice,Lava Hot,e,U,aM,1,1,1
11173,0,1,1,T,Y,Red,Circle,Cat,Costa Rica,Bassoon,3aa9329e2,4daee3baf,43e62e1ef,ea19101e5,679e461f4,1,Novice,Hot,k,Q,kW,4,10,0
11174,0,0,0,F,Y,Blue,Square,Dog,Finland,Oboe,2ff007c26,cd94f29d1,e5ff2a65e,045f81ebb,0d3b2fe9b,1,Master,Freezing,a,L,aF,2,9,0
11175,0,1,0,T,Y,Blue,Star,Axolotl,India,Bassoon,dbc448931,0958071b5,17cc0943c,64d19f1b9,479444082,2,Master,Lava Hot,l,S,be,2,11,1
11176,1,0,0,F,Y,Red,Circle,Snake,Russia,Piano,84b0081ad,49d1a98ef,fb05522b9,c72b78ad7,5c51be7c4,2,Novice,Lava Hot,h,H,kK,2,3,0
11177,0,0,1,T,N,Green,Star,Lion,Canada,Theremin,eb69430d6,af9278b96,01b8304ae,4f3a4cca9,f909d3e6a,3,Novice,Freezing,a,Y,Kq,3,7,0
11178,0,1,0,T,N,Blue,Circle,Lion,Russia,Bassoon,479fd7aea,d2c8f2916,a6b411798,2e9b9ce68,900e6dcf8,1,Novice,Freezing,l,Z,QM,7,11,1
11179,0,1,0,T,N,Red,Trapezoid,Snake,China,Bassoon,da60580a8,d42f2b9ec,2981119ba,38113ad1f,a840c394b,2,Grandmaster,Hot,a,W,ri,4,6,1
11180,0,0,1,F,Y,Red,Star,Lion,Russia,Bassoon,05d5943a3,a520e2537,6f86d86b7,ee08d3f06,94c0d1c74,3,Novice,Lava Hot,a,A,CL,2,5,0
11181,0,1,0,T,N,Green,Circle,Dog,Finland,Bassoon,176809a41,29e27ff9d,22ff79d81,801927581,5d8d2584f,1,Expert,Freezing,i,K,ri,3,8,0
11182,0,0,0,T,Y,Blue,Circle,Snake,Russia,Piano,8dcf8adfb,5755f93b2,1361751be,d0ef7c409,404ad3101,1,Grandmaster,Lava Hot,a,U,kL,1,2,0
11183,0,0,1,F,Y,Green,Square,Snake,Russia,Oboe,92190168b,d4fd01769,581294e27,289126ec7,933ff6ad8,1,Master,Boiling Hot,g,O,ke,7,10,0
11184,1,1,0,T,Y,Green,Trapezoid,Axolotl,Russia,Bassoon,0de4acd31,5d7c5c023,30e376986,78c6b892c,9c224f8f8,2,Grandmaster,Hot,c,Q,LE,1,1,0
11185,0,0,0,T,N,Red,Trapezoid,Snake,Russia,Piano,1bd1068d9,6046454de,fe27cc23d,4535346a3,17e9b1025,1,Novice,Boiling Hot,h,G,zU,1,3,0
11186,1,0,0,T,N,Blue,Star,Dog,Russia,Oboe,db5e25328,06835761e,2c89fa25b,00435b4d7,a91a4d80f,1,Novice,Lava Hot,h,L,ek,3,2,0
11187,0,1,0,F,Y,Green,Circle,Lion,Canada,Oboe,2cc9e16b9,d760c59b0,fb41d6f9d,a2547a850,4cf965b42,3,Novice,Freezing,d,E,Ed,1,7,0
11188,0,0,0,T,Y,Green,Triangle,Snake,Canada,Bassoon,552e3fdc9,5f57e7d4f,dfc3aa518,6509dd268,c2bb60a05,2,Contributor,Lava Hot,g,P,rZ,3,1,0
11189,0,0,1,T,Y,Red,Trapezoid,Hamster,Russia,Bassoon,488406659,81d59974c,c1009ae3b,ce84bfa6a,a26dbe1a3,1,Novice,Cold,h,W,gM,1,2,0
11190,0,0,1,F,Y,Red,Trapezoid,Hamster,China,Piano,20b10a832,af9278b96,cda68a782,b2cf4b19d,2851d5972,2,Novice,Lava Hot,l,R,xy,4,2,1
11191,0,0,0,T,Y,Blue,Polygon,Cat,Russia,Bassoon,f9d17bb93,6f438920f,a94100b59,106424365,fd6c35039,1,Novice,Boiling Hot,a,T,Yb,4,12,0
11192,0,0,0,T,N,Green,Star,Snake,China,Piano,4604905e7,062cd9a70,cbca7331d,ff7aa8438,05c3a6866,2,Contributor,Lava Hot,g,V,on,1,3,1
11193,0,0,0,T,Y,Green,Polygon,Cat,China,Piano,1305d6e77,76ef650e6,f911cbe30,21cc4964d,3b4e39519,2,Novice,Freezing,g,Z,ZS,2,1,0
11194,0,0,0,T,Y,Red,Star,Lion,India,Bassoon,475e79160,ae49fec17,9647e18ac,06aecce86,ae2d4009e,1,Novice,Freezing,j,R,QM,3,1,0
11195,0,0,0,F,Y,Green,Star,Lion,Russia,Bassoon,1305d6e77,32db19124,ccb907da7,cc11548b7,f12f38143,1,Master,Cold,l,Q,Qb,7,8,0
11196,0,0,1,T,Y,Green,Polygon,Cat,China,Oboe,91bde92fa,985c40910,d9042b3dd,8feab4393,b695f951a,1,Novice,Lava Hot,e,U,Dx,3,2,1
11197,0,0,1,T,N,Blue,Square,Snake,India,Oboe,0dee9b39a,180a3d6cb,1a4e9144f,606ac930b,264293b18,2,Master,Freezing,b,Z,kK,4,2,1
11198,0,0,1,T,Y,Red,Trapezoid,Axolotl,Russia,Bassoon,115a252ba,40ac3fcd5,89072e3be,dd3966979,5f6db8d33,1,Grandmaster,Boiling Hot,l,G,rZ,3,1,1
11199,0,1,1,T,Y,Blue,Circle,Snake,Finland,Theremin,60a44c8f4,90ba6c9a6,9992c71bf,6c94b98a9,064484ac9,1,Novice,Freezing,i,G,vy,1,2,0
11200,0,1,0,F,N,Red,Trapezoid,Axolotl,Finland,Piano,be5592604,435fd233e,b50676891,592780592,28278d68f,1,Expert,Boiling Hot,i,X,CZ,4,2,0
11201,0,0,0,T,Y,Red,Trapezoid,Hamster,Russia,Piano,9ba4e87a7,ea7a1aaf6,b7ae7dc82,16236d6d1,45e6e6410,3,Contributor,Lava Hot,a,U,iT,7,10,1
11202,1,0,1,T,N,Green,Star,Hamster,Finland,Bassoon,5b0f5acd5,29a854620,6790972e7,71281d730,5f6db8d33,1,Master,Cold,b,Q,Mx,4,3,0
11203,0,0,0,F,Y,Red,Star,Lion,Costa Rica,Oboe,9347491f2,79a82b7c0,a92cf03ee,6c16496e3,80e72097b,1,Novice,Lava Hot,g,E,Hj,5,1,0
11204,0,0,1,F,Y,Green,Trapezoid,Snake,Russia,Bassoon,0b3bec656,cf82b283d,bd9e34dc3,079e91baa,977a67955,1,Master,Cold,h,V,OR,4,10,0
11205,0,0,0,T,Y,Blue,Triangle,Cat,Russia,Oboe,2ff007c26,f134870d4,4623277d0,397dd0274,bf6297d4b,1,Novice,Freezing,d,L,Jc,4,3,0
11206,0,0,0,F,Y,Blue,Triangle,Lion,China,Piano,e70a6270d,beb20ea99,9f6272571,85a94c95a,b6fb15cf9,1,Novice,Lava Hot,g,E,bF,1,8,0
11207,1,0,1,T,N,Red,Square,Lion,Canada,Piano,6f70dc2df,78500847e,4a79709cd,5df6f3306,3b05d2cd6,1,Novice,Lava Hot,l,P,Gx,1,1,0
11208,0,0,0,F,Y,Green,Circle,Snake,China,Oboe,06eeaf0aa,37868097a,4b0c6346b,06b4f0f6a,d8232c76c,1,Grandmaster,Warm,l,D,PQ,4,3,0
11209,0,0,1,F,N,Red,Circle,Snake,Canada,Piano,da60580a8,b511f5bff,f2691d592,8028054b7,904a34482,2,Novice,Freezing,f,R,TZ,3,1,1
11210,0,0,1,F,N,Red,Square,Lion,Canada,Theremin,a3f640358,0922e3cb8,4f60079ba,ae06e29df,77cdfb2cb,2,Grandmaster,Freezing,h,S,su,1,2,0
11211,0,1,0,F,Y,Green,Trapezoid,Axolotl,Canada,Theremin,6a2269152,b73a8ae77,f2935290e,4329a8c91,e0c541356,1,Expert,Warm,i,Q,SB,1,11,0
11212,0,0,0,F,Y,Green,Star,Dog,Russia,Piano,2979f0d45,42b1cc2fd,092130a59,5eea532bf,57a8df1af,3,Novice,Boiling Hot,g,L,Nk,3,8,0
11213,0,0,1,F,Y,Blue,Circle,Cat,Russia,Piano,0de4acd31,b83511180,a08464096,bfb87ea35,1e55d71ac,1,Novice,Lava Hot,l,J,PA,4,7,0
11214,0,1,1,F,Y,Blue,Square,Dog,Russia,Piano,2ff007c26,5d47a598c,edc312c0e,c506c2080,acf2d02d0,2,Novice,Lava Hot,e,I,Ai,2,8,0
11215,0,1,1,T,Y,Green,Polygon,Dog,Russia,Piano,908a1b9c9,0ed70b7b1,db47ba6d3,71746632f,3f9eb2e74,1,Master,Lava Hot,e,Z,mc,4,4,0
11216,0,0,0,F,Y,Red,Star,Lion,Russia,Bassoon,da60580a8,42b1cc2fd,03c02132c,078133e43,a8c5463fa,1,Contributor,Freezing,k,T,CL,2,4,0
11217,0,1,1,F,Y,Red,Circle,Lion,Finland,Oboe,f7821e391,be5a0f5a9,a1e0839a7,079e91baa,322663c6a,3,Grandmaster,Freezing,i,K,GD,3,3,0
11218,1,0,0,T,Y,Red,Star,Axolotl,Russia,Oboe,2cadfed8e,b8caba53f,4addee130,ed1d52ddc,d2754d701,1,Grandmaster,Freezing,j,K,su,7,12,1
11219,0,1,1,T,Y,Red,Star,Axolotl,Finland,Piano,0b3bec656,329124d64,eeba65bef,1ef0c04bc,00e4aa5c5,3,Master,Cold,o,U,Yb,2,2,1
11220,0,0,0,F,Y,Green,Circle,Dog,Russia,Oboe,0ef5c1879,8082e0409,83c9b6ebc,6a484e7c5,11c6c1cb5,1,Novice,Freezing,a,T,kW,1,2,0
11221,0,0,0,T,N,Blue,Circle,Hamster,Costa Rica,Piano,dbc448931,a6542cec0,d829788bf,bc2b3468f,c4e25f270,3,Novice,Boiling Hot,c,R,Eg,2,3,0
11222,1,0,1,T,N,Red,Trapezoid,Cat,China,Bassoon,2cac4af40,1ad744242,86a8e4ca0,8138de78c,d51ea7e35,1,Novice,Freezing,g,Z,ke,7,1,1
11223,1,0,0,T,Y,Green,Star,Cat,Finland,Bassoon,bd40c81f3,29b650229,91cd074b1,e479ccef0,a61a67f79,1,Novice,Cold,o,T,PA,3,3,0
11224,0,0,1,T,Y,Green,Circle,Cat,Canada,Piano,a3f640358,c9eedfbc2,56b96de46,1b5175745,058e89912,2,Novice,Boiling Hot,f,K,kK,5,5,1
11225,0,0,1,T,N,Blue,Circle,Lion,Russia,Piano,0bdf8165a,db64717a3,384a8e15d,806aa6603,37a8dd691,1,Expert,Hot,a,G,WE,1,12,0
11226,0,0,0,T,Y,Blue,Star,Lion,Canada,Piano,1f1702d2f,e550bcc1b,a354255c4,6874814be,b5479c757,1,Master,Boiling Hot,a,K,yc,2,12,1
11227,0,0,0,F,N,Blue,Circle,Lion,Russia,Oboe,30a530eab,d173ac7ca,a88395028,e657de750,5561ba893,1,Novice,Cold,h,P,sD,1,2,0
11228,0,1,1,T,Y,Blue,Square,Cat,India,Piano,a5c276589,8518cecf3,1726041fb,1f820c7ce,0761b8b8e,3,Contributor,Hot,k,K,xy,7,2,0
11229,0,0,0,T,Y,Blue,Triangle,Lion,Canada,Oboe,1bd1068d9,9a20c66da,c7830529f,fa79eefba,966a5de57,3,Grandmaster,Boiling Hot,k,X,qX,2,2,1
11230,0,0,0,F,Y,Green,Trapezoid,Hamster,China,Bassoon,f12246592,02d689659,d998d31f1,2778e2ad4,9321f24c2,1,Contributor,Freezing,g,S,aO,3,4,0
11231,1,0,1,F,N,Green,Trapezoid,Lion,Russia,Theremin,dbc448931,3e44d44eb,2a7678647,d1316ead6,70c6598cb,1,Contributor,Boiling Hot,i,J,gJ,2,12,0
11232,0,0,1,T,Y,Blue,Trapezoid,Lion,Russia,Bassoon,ead12da87,bea839b58,530f8ecc3,ea374ba40,a62de141e,1,Grandmaster,Cold,f,H,lL,4,1,0
11233,1,0,0,T,Y,Red,Trapezoid,Lion,Finland,Oboe,60a44c8f4,6f438920f,2092f3420,6c16496e3,a03340746,1,Novice,Freezing,l,I,KZ,2,2,0
11234,0,0,1,F,Y,Blue,Trapezoid,Lion,Russia,Oboe,0870b0a5d,b511f5bff,4177c067d,a89fae205,7b0d3d2f5,1,Novice,Freezing,l,Z,NV,1,3,0
11235,0,0,1,F,Y,Red,Trapezoid,Cat,Finland,Theremin,3685a0904,3bac0bd8e,27c719804,6508cf2a5,3407c699c,2,Grandmaster,Boiling Hot,a,R,Mf,1,2,1
11236,0,0,0,F,Y,Blue,Trapezoid,Cat,India,Oboe,df51b96fc,5c4ee13e3,d7326ea7a,b14330b87,a5635a276,1,Master,Boiling Hot,g,G,ek,7,1,0
11237,1,0,0,T,Y,Blue,Triangle,Lion,Costa Rica,Piano,077fd9465,3c5d81a52,8cb79f2da,bb61db96a,61f32b54c,2,Expert,Freezing,a,L,cA,1,2,0
11238,0,1,1,T,Y,Blue,Star,Dog,India,Bassoon,534be2753,1f2e3f148,ff5db7584,3de6ba2b0,446517558,3,Novice,Boiling Hot,l,Z,tM,2,11,1
11239,0,1,0,T,Y,Green,Star,Lion,Russia,Oboe,b4c8e6595,9a16c7c8f,a354255c4,78fce34c7,4a39e9050,1,Grandmaster,Lava Hot,h,A,Wv,2,7,0
11240,0,0,0,T,N,Blue,Polygon,Dog,Russia,Oboe,5b0f5acd5,a78e38dad,fdbaa2c22,feb99cbd9,2af9cd822,1,Novice,Lava Hot,h,J,PA,2,2,0
11241,0,0,0,T,N,Green,Trapezoid,Lion,India,Bassoon,f12246592,a520e2537,8c2d2f775,c23895153,dd9f0676f,3,Novice,Boiling Hot,f,S,FI,7,7,1
11242,0,0,0,F,Y,Green,Circle,Lion,Russia,Piano,3685a0904,ac8c42404,0e2c0dc76,b05a3f627,173d2d455,1,Novice,Boiling Hot,k,Q,Hj,7,2,0
11243,0,0,0,F,Y,Green,Trapezoid,Lion,Finland,Oboe,e70a6270d,cd225807c,15dc42a6e,12128339c,666ccd310,1,Grandmaster,Cold,h,A,Fd,2,4,0
11244,0,0,0,T,Y,Blue,Circle,Lion,Canada,Oboe,4464569ee,39981f199,3f95dca80,64d19f1b9,f78814ef1,3,Expert,Lava Hot,a,S,kE,1,3,0
11245,0,0,1,T,Y,Red,Circle,Cat,Russia,Theremin,96c73114c,1abac47d0,5a99b7d9f,1f0e04fd1,edd6d0af0,1,Expert,Lava Hot,f,Y,zU,3,1,0
11246,0,0,0,T,N,Green,Trapezoid,Cat,India,Theremin,159a7306f,edb3cf6c8,d79621729,5ab5c0eaa,ac8b0692c,3,Novice,Hot,l,F,ZR,5,11,0
11247,0,0,1,T,N,Blue,Trapezoid,Hamster,Russia,Oboe,85159d577,40994d768,e65a0c3c5,52ce93caf,8c285b4e3,1,Novice,Boiling Hot,j,H,ek,3,4,0
11248,0,0,0,T,Y,Green,Trapezoid,Lion,China,Theremin,dc07effb0,3ac1b8814,bc3632840,ae06e29df,b57b0a355,3,Grandmaster,Boiling Hot,k,V,zU,2,2,0
11249,0,0,0,T,N,Green,Square,Cat,Canada,Oboe,115a252ba,063f4307d,a6c58827f,a6f95d115,a1afe91df,3,Novice,Boiling Hot,h,V,AP,2,7,1
11250,0,0,0,T,Y,Red,Triangle,Lion,China,Theremin,83b38aa6b,180a3d6cb,0c1cfb224,5d7806f53,c6bd94cef,1,Expert,Freezing,h,V,PA,3,7,0
11251,0,1,1,F,Y,Blue,Circle,Dog,Finland,Oboe,3685a0904,a406a5f12,e3fd0c213,040f926fa,fb34986bb,1,Contributor,Warm,l,J,XI,3,9,0
11252,0,0,0,T,Y,Red,Trapezoid,Dog,Russia,Theremin,6cd0619e0,6c0354890,d9d1ced86,1707513a6,34a510b1c,1,Grandmaster,Freezing,i,A,UO,2,10,0
11253,0,0,0,F,Y,Green,Star,Snake,Canada,Piano,f2d59cf51,116d9fcd9,4a18e6d6b,e37c55b57,7641429c1,2,Grandmaster,Freezing,i,F,RP,4,5,1
11254,0,1,1,T,Y,Green,Circle,Cat,Costa Rica,Oboe,79923828f,3bac0bd8e,fcba988a0,64335b5e6,1b2db1d94,3,Expert,Boiling Hot,d,Q,Ed,4,1,0
11255,0,0,0,F,Y,Green,Trapezoid,Lion,Finland,Piano,e9f44a509,ce528707a,0335c705e,9cf915892,d03141383,1,Novice,Warm,a,V,dN,3,1,0
11256,1,0,0,T,Y,Green,Square,Snake,Finland,Oboe,30a15b6bd,d95501ac1,ed1a5c70c,48f3995e3,48847122b,1,Grandmaster,Boiling Hot,i,A,lx,1,3,0
11257,0,0,1,F,N,Red,Star,Lion,Canada,Piano,a3f640358,fbcb50fc1,81fb45795,1e8a3fd5b,c8f5abb72,1,Grandmaster,Boiling Hot,e,I,Gx,3,2,0
11258,0,0,1,T,Y,Red,Trapezoid,Lion,Russia,Bassoon,2ff007c26,8d1b72979,a8435ea56,f4f3e1b9e,2f8d4077d,2,Novice,Lava Hot,l,V,uy,2,12,1
11259,0,0,1,F,Y,Red,Square,Cat,Finland,Theremin,f6c524860,9e0a099c7,d863df6ca,be5418e47,b3858c5d8,2,Novice,Freezing,l,A,RL,7,4,0
11260,0,1,1,F,Y,Red,Trapezoid,Hamster,India,Bassoon,06eeaf0aa,63d0e6105,cbcab7826,4449af3c5,a50d4a697,1,Master,Hot,l,J,RP,1,10,0
11261,0,0,1,T,Y,Green,Trapezoid,Lion,Russia,Piano,ef38568df,fac5eff9e,d59d731b6,08b4c6446,813583a2a,1,Grandmaster,Warm,e,U,PQ,1,7,0
11262,0,0,1,T,Y,Green,Circle,Hamster,India,Piano,caf83c0b5,a20513779,564a11aa1,5756bc9bd,64018d8d9,1,Contributor,Freezing,l,T,Qh,4,7,0
11263,1,1,0,T,N,Green,Triangle,Snake,Canada,Oboe,9ecc58be1,435fd233e,fa311a2a3,9207ecfa5,a269d5e52,1,Novice,Freezing,a,L,Kq,4,2,0
11264,1,1,0,F,N,Red,Trapezoid,Snake,China,Bassoon,116f7e3e2,a148d86df,3ee51a8c5,c47c38880,37bf5cdfb,3,Expert,Cold,a,Q,KZ,7,1,0
11265,0,0,0,T,Y,Green,Circle,Cat,China,Piano,b0faff28f,4cb66e369,c840fdc53,577940917,cb8096c98,1,Grandmaster,Warm,l,H,mc,3,8,0
11266,0,0,1,F,Y,Red,Polygon,Lion,India,Theremin,6fec43dd8,2bdc0a5d0,cbca7331d,c6312c571,d5c5541a7,1,Novice,Boiling Hot,k,A,lx,7,3,0
11267,0,0,0,F,Y,Blue,Star,Cat,Russia,Theremin,534be2753,2473094a9,6473ea04d,5d3e459b7,762bc77c5,1,Novice,Boiling Hot,g,Z,hp,1,2,0
11268,0,0,0,T,Y,Blue,Trapezoid,Dog,China,Piano,72f8028dc,2df6f79a2,0ff0bc946,0965792cd,2ecb72388,1,Novice,Lava Hot,k,Q,KZ,2,3,0
11269,0,0,1,F,Y,Green,Square,Dog,India,Theremin,3263bdce5,1869e63b0,f2c5f0f26,89c47ed2d,07417eab9,1,Master,Cold,d,R,kK,1,11,1
11270,1,1,0,T,Y,Blue,Polygon,Lion,Canada,Piano,2d61990e2,d2c8f2916,1361751be,41245927c,8337e8c1a,1,Novice,Lava Hot,e,V,bF,1,3,0
11271,0,1,0,T,Y,Green,Trapezoid,Snake,Canada,Piano,b0faff28f,718fd9453,3506befc5,311c36da6,e0fbc538d,1,Expert,Freezing,l,U,LE,1,5,0
11272,0,1,0,T,N,Red,Circle,Cat,Russia,Piano,6c90f81cd,40994d768,acedff31e,7a9c53c4b,ef5d10767,1,Novice,Freezing,l,G,Mx,1,1,0
11273,0,1,0,F,Y,Red,Square,Snake,Russia,Oboe,f50eb07ae,c103290d4,bffc9bceb,678bfb662,ad9bc2189,1,Novice,Lava Hot,l,T,nX,7,3,0
11274,0,0,0,T,N,Blue,Circle,Axolotl,Russia,Piano,077fd9465,b1c48d202,2fb072e38,172d56f86,cba43e907,1,Grandmaster,Boiling Hot,l,T,dQ,4,11,0
11275,0,1,1,F,Y,Green,Polygon,Axolotl,Canada,Oboe,3263bdce5,fd9370b9e,1db7d5172,a7c105119,087ccf730,1,Grandmaster,Warm,a,L,bF,7,12,0
11276,0,0,0,T,N,Green,Star,Lion,Costa Rica,Bassoon,2cadfed8e,0922e3cb8,0e2c0dc76,c585fc552,bf650ac99,1,Contributor,Lava Hot,g,D,tP,1,3,0
11277,0,0,1,T,N,Green,Trapezoid,Cat,Canada,Piano,e428c040e,b9f08dc06,4fe3a7e40,1e48caa58,2539fb93d,1,Contributor,Freezing,b,G,dO,2,3,0
11278,1,0,0,T,N,Green,Trapezoid,Lion,Russia,Oboe,6020a8124,0b23e3352,e0570ce05,41f9b6082,46f77fe56,2,Grandmaster,Lava Hot,l,V,Ed,4,3,0
11279,0,0,0,T,N,Green,Triangle,Lion,Finland,Piano,eb69430d6,485fc6466,f393c224a,eb2dc547b,8542caf23,1,Novice,Hot,f,O,BE,2,1,0
11280,0,1,1,T,Y,Green,Star,Cat,India,Bassoon,f7821e391,4daee3baf,642c18d6b,c36389e22,3c30313e4,1,Novice,Boiling Hot,h,L,cp,2,11,0
11281,0,0,1,T,Y,Green,Circle,Lion,Russia,Theremin,72f8028dc,ac8c42404,27e8d4511,a846ab3ac,a249a5bcc,1,Grandmaster,Cold,g,G,KR,3,9,0
11282,0,1,1,F,N,Green,Star,Cat,Russia,Piano,416a8f3ab,d6f8634af,1c20a27b8,80be47228,ed9bc5d8c,1,Novice,Hot,g,P,FI,3,9,0
11283,1,1,0,F,Y,Blue,Trapezoid,Lion,Russia,Theremin,4604905e7,18a901239,01d32ba52,9ed6677db,7f73c2a50,3,Grandmaster,Freezing,f,P,Kq,4,2,0
11284,0,0,0,T,Y,Red,Trapezoid,Axolotl,Russia,Bassoon,3263bdce5,487c32dfa,68f6ad3e9,b759e21f0,776aadae4,1,Contributor,Boiling Hot,a,L,qo,5,3,0
11285,0,1,0,F,N,Blue,Trapezoid,Cat,Russia,Oboe,2ff007c26,9218550d8,ba9901303,f4aa5e97b,a5d1ddd75,2,Contributor,Lava Hot,j,I,aO,1,2,1
11286,0,0,0,T,Y,Green,Circle,Cat,Russia,Bassoon,116f7e3e2,bb219c9ac,5d135b62f,5b991c729,ae2fe0e32,1,Contributor,Freezing,g,L,Gx,1,3,0
11287,0,0,0,F,Y,Red,Square,Dog,Costa Rica,Theremin,e52fbf1c8,afebf0803,b19f989eb,4ef214489,f05469405,3,Grandmaster,Boiling Hot,o,I,zU,2,1,1
11288,0,1,0,F,N,Green,Square,Axolotl,Russia,Theremin,8266050c6,57aa15561,71cb5c19f,40be78f45,ba4d757a3,1,Novice,Freezing,k,P,GD,7,3,0
11289,0,0,0,T,N,Green,Trapezoid,Lion,Russia,Piano,1305d6e77,5cbbea089,caa9fe3d5,6509dd268,056a137e4,1,Grandmaster,Hot,i,A,od,7,7,0
11290,1,0,1,T,Y,Green,Triangle,Cat,Russia,Piano,91bde92fa,50e49ea04,6c65355af,ff7f535a6,0c91a5a9c,1,Novice,Boiling Hot,h,Q,Jc,2,1,0
11291,1,0,0,T,N,Blue,Trapezoid,Dog,Russia,Oboe,0de5598a9,cad70d692,9ef0dc3ff,166ddd303,f330ab269,1,Master,Cold,k,K,RL,3,2,0
11292,0,0,0,F,N,Green,Circle,Lion,Canada,Oboe,2d61990e2,36df19a6e,042de6edb,940770e63,1550e247b,3,Contributor,Boiling Hot,d,X,lx,4,7,1
11293,0,0,0,T,Y,Blue,Star,Lion,Costa Rica,Bassoon,6cd0619e0,eeda68203,3212ff699,1bb1614b5,4ec69b7bd,3,Novice,Lava Hot,h,G,LE,1,3,0
11294,0,0,0,F,Y,Green,Polygon,Dog,Russia,Bassoon,ddac78300,9448b8e3b,9fce91b1e,a4ba24658,4e1aab6a0,1,Grandmaster,Freezing,g,O,dO,4,7,0
